date	time	pop	run	rep	n_egg
day4-03-04-2022	8pm	constant	1	R4	163
day4-03-04-2022	8pm	constant	1	R5	256
day4-03-04-2022	8pm	constant	2	R1	167
day4-03-04-2022	8pm	constant	2	R2	248
day4-03-04-2022	8pm	constant	2	R3	146
day4-03-04-2022	8pm	constant	2	R4	182
day4-03-04-2022	8pm	constant	2	R5	223
day4-03-04-2022	8pm	wave1	1	R1	81
day4-03-04-2022	8pm	wave1	1	R2	258
day4-03-04-2022	8pm	wave1	1	R3	219
day4-03-04-2022	8pm	wave1	1	R4	67
day4-03-04-2022	8pm	wave1	1	R5	218
day4-03-04-2022	8pm	wave1	2	R1	174
day4-03-04-2022	8pm	wave1	2	R2	300
day4-03-04-2022	8pm	wave1	2	R3	257
day4-03-04-2022	8pm	wave1	2	R4	283
day4-03-04-2022	8pm	wave1	2	R5	188
day4-03-04-2022	8pm	wave2	1	R1	173
day4-03-04-2022	8pm	wave2	1	R2	121
day4-03-04-2022	8pm	wave2	1	R3	156
day4-03-04-2022	8pm	wave2	1	R4	137
day4-03-04-2022	8pm	wave2	1	R5	91
day4-03-04-2022	8pm	wave2	2	R1	72
day4-03-04-2022	8pm	wave2	2	R2	69
day4-03-04-2022	8pm	wave2	2	R3	130
day4-03-04-2022	8pm	wave2	2	R4	183
day4-03-04-2022	8pm	wave2	2	R5	124
day4-03-04-2022	8pm	wave3	1	R1	163
day4-03-04-2022	8pm	wave3	1	R2	221
day4-03-04-2022	8pm	wave3	1	R3	149
day4-03-04-2022	8pm	wave3	1	R4	140
day4-03-04-2022	8pm	wave3	1	R5	122
day4-03-04-2022	8pm	wave3	2	R1	134
day4-03-04-2022	8pm	wave3	2	R2	137
day4-03-04-2022	8pm	wave3	2	R3	85
day4-03-04-2022	8pm	wave3	2	R4	143
day4-03-04-2022	8pm	wave3	2	R5	68
day4-03-04-2022	8pm	wave4	1	R1	143
day4-03-04-2022	8pm	wave4	1	R2	164
day4-03-04-2022	8pm	wave4	1	R3	119
day4-03-04-2022	8pm	wave4	1	R4	155
day4-03-04-2022	8pm	wave4	1	R5	162
day4-03-04-2022	8pm	wave4	2	R1	96
day4-03-04-2022	8pm	wave4	2	R2	138
day4-03-04-2022	8pm	wave4	2	R3	111
day4-03-04-2022	8pm	wave4	2	R4	95
day4-03-04-2022	8pm	wave4	2	R5	130
day5-04-04-2022	8pm	anc	1	R1	144
day5-04-04-2022	8pm	anc	1	R2	156
day5-04-04-2022	8pm	anc	1	R3	102
day5-04-04-2022	8pm	anc	1	R4	148
day5-04-04-2022	8pm	anc	1	R5	184
day5-04-04-2022	8pm	anc	2	R1	93
day5-04-04-2022	8pm	anc	2	R2	98
day5-04-04-2022	8pm	anc	2	R3	136
day5-04-04-2022	8pm	anc	2	R4	79
day5-04-04-2022	8pm	anc	2	R5	89
day5-04-04-2022	8pm	cold	1	R1	89
day5-04-04-2022	8pm	cold	1	R2	85
day5-04-04-2022	8pm	cold	1	R3	127
day5-04-04-2022	8pm	cold	1	R4	74
day5-04-04-2022	8pm	cold	1	R5	241
day5-04-04-2022	8pm	cold	2	R1	183
day5-04-04-2022	8pm	cold	2	R2	193
day5-04-04-2022	8pm	cold	2	R3	141
day5-04-04-2022	8pm	cold	2	R4	121
day5-04-04-2022	8pm	cold	2	R5	169
day5-04-04-2022	8pm	constant	1	R1	85
day5-04-04-2022	8pm	constant	1	R2	51
day5-04-04-2022	8pm	constant	1	R3	71
day5-04-04-2022	8pm	constant	1	R4	97
day5-04-04-2022	8pm	constant	1	R5	243
day5-04-04-2022	8pm	constant	2	R1	194
day5-04-04-2022	8pm	constant	2	R2	179
day5-04-04-2022	8pm	constant	2	R3	176
day5-04-04-2022	8pm	constant	2	R4	227
day5-04-04-2022	8pm	constant	2	R5	203
day5-04-04-2022	8pm	wave1	1	R1	111
day5-04-04-2022	8pm	wave1	1	R2	275
day5-04-04-2022	8pm	wave1	1	R3	272
day5-04-04-2022	8pm	wave1	1	R4	148
day5-04-04-2022	8pm	wave1	1	R5	342
day5-04-04-2022	8pm	wave1	2	R1	155
day5-04-04-2022	8pm	wave1	2	R2	247
day5-04-04-2022	8pm	wave1	2	R3	285
day5-04-04-2022	8pm	wave1	2	R4	224
day5-04-04-2022	8pm	wave1	2	R5	236
day5-04-04-2022	8pm	wave2	1	R1	242
day5-04-04-2022	8pm	wave2	1	R2	142
day5-04-04-2022	8pm	wave2	1	R3	167
day5-04-04-2022	8pm	wave2	1	R4	108
day5-04-04-2022	8pm	wave2	1	R5	119
day5-04-04-2022	8pm	wave2	2	R1	108
day5-04-04-2022	8pm	wave2	2	R2	65
day5-04-04-2022	8pm	wave2	2	R3	167
day5-04-04-2022	8pm	wave2	2	R4	184
day5-04-04-2022	8pm	wave2	2	R5	174
day5-04-04-2022	8pm	wave3	1	R1	195
day5-04-04-2022	8pm	wave3	1	R2	229
day5-04-04-2022	8pm	wave3	1	R3	157
day5-04-04-2022	8pm	wave3	1	R4	139
day5-04-04-2022	8pm	wave3	1	R5	113
day5-04-04-2022	8pm	wave3	2	R1	111
day5-04-04-2022	8pm	wave3	2	R2	166
day5-04-04-2022	8pm	wave3	2	R3	59
day5-04-04-2022	8pm	wave3	2	R4	114
day5-04-04-2022	8pm	wave3	2	R5	110
day5-04-04-2022	8pm	wave4	1	R1	172
day5-04-04-2022	8pm	wave4	1	R2	168
day5-04-04-2022	8pm	wave4	1	R3	139
day5-04-04-2022	8pm	wave4	1	R4	125
day5-04-04-2022	8pm	wave4	1	R5	147
day5-04-04-2022	8pm	wave4	2	R1	125
day5-04-04-2022	8pm	wave4	2	R2	118
day5-04-04-2022	8pm	wave4	2	R3	85
day5-04-04-2022	8pm	wave4	2	R4	85
day5-04-04-2022	8pm	wave4	2	R5	73
